,id,lastName,age,worth 2019 in BUSD,position
1784,1019,howard,54.0,1.3,1785.0
1785,4233,hu,60.0,1.3,1786.0
1786,5738,hwang,,1.3,1787.0
1787,6267,jacobs,84.0,1.3,1788.0
1788,9421,jacobson,67.0,1.3,1789.0
1789,8600,kapoor,60.0,1.3,1790.0
1790,4290,karp,50.0,1.3,1791.0
1791,1978,kataria,69.0,1.3,1792.0
1792,5493,khorakiwala,75.0,1.3,1793.0
1793,4776,kimmel,90.0,1.3,1794.0
1794,3007,koo,51.0,1.3,1795.0
1795,7014,koo,69.0,1.3,1796.0
1796,2312,kosogov,57.0,1.3,1797.0
1797,3295,lee,55.0,1.3,1798.0
1798,6469,lew,73.0,1.3,1799.0
1799,5900,lewis,63.0,1.3,1800.0
1800,5591,li,54.0,1.3,1801.0
1801,3173,lin,57.0,1.3,1802.0
1802,8566,lin,55.0,1.3,1803.0
1803,8894,lin,55.0,1.3,1804.0
1804,8220,lindh,38.0,1.3,1805.0
1805,2380,liu,65.0,1.3,1806.0
1806,8376,llado fernandez-urrutia,84.0,1.3,1807.0
1807,6222,lu,,1.3,1808.0
1808,8778,macmillan,58.0,1.3,1809.0
1809,4549,macmillan,68.0,1.3,1810.0
1810,9525,macmillan,66.0,1.3,1811.0
1811,3832,macmillan,64.0,1.3,1812.0
1812,3427,martinson,1982.0,1.3,1813.0
1813,3515,newmark,65.0,1.3,1814.0
1814,1846,nordstrom,84.0,1.3,1815.0
1815,5857,péladeau,56.0,1.3,1816.0
1816,9126,penaloza alanis,44.0,1.3,1817.0
1817,9717,pohl,53.0,1.3,1818.0
1818,5216,pohl,58.0,1.3,1819.0
1819,4364,prasad,78.0,1.3,1820.0
1820,1660,rabie,46.0,1.3,1821.0
1821,8084,rinehart,41.0,1.3,1822.0
1822,7894,rinehart,1988.0,1.3,1823.0
1823,4619,rovt,65.0,1.3,1824.0
1824,5123,safra,80.0,1.3,1825.0
1825,6794,sahenk,72.0,1.3,1826.0
1826,9507,schick,,1.3,1827.0
1827,4799,schleifer,65.0,1.3,1828.0
1828,4325,schnabel,72.0,1.3,1829.0
1829,9475,shah,66.0,1.3,1830.0
1830,4880,shao,63.0,1.3,1831.0
1831,7466,shen,47.0,1.3,1832.0
1832,2614,shimamura,92.0,1.3,1833.0
1833,6041,shum,48.0,1.3,1834.0
1834,5421,sohmen,78.0,1.3,1835.0
1835,4557,sun,45.0,1.3,1836.0
1836,6059,sun,68.0,1.3,1837.0
1837,6726,susanto,68.0,1.3,1838.0
1838,8360,tabanca,61.0,1.3,1839.0
1839,1339,tedja,72.0,1.3,1840.0
1840,7541,tisch,90.0,1.3,1841.0
1841,3223,tosyali,54.0,1.3,1842.0
1842,8615,tosyali,52.0,1.3,1843.0
1843,7343,tran dinh,57.0,1.3,1844.0
1844,3871,tsai,68.0,1.3,1845.0
1845,7982,tykac,54.0,1.3,1846.0
1846,5396,ullal,57.0,1.3,1847.0
1847,1983,wan,77.0,1.3,1848.0
1848,3930,wang,67.0,1.3,1849.0
1849,6702,wang,68.0,1.3,1850.0
1850,4810,welker,1987.0,1.3,1851.0
1851,9935,wen,52.0,1.3,1852.0
1852,3867,winn,71.0,1.3,1853.0
1853,4036,wu,83.0,1.3,1854.0
1854,4872,wu,44.0,1.3,1855.0
1855,7092,xu,59.0,1.3,1856.0
1856,3482,yang,,1.3,1857.0
1857,2020,yang,58.0,1.3,1858.0
1858,5813,you,60.0,1.3,1859.0
1859,1522,yu,58.0,1.3,1860.0
1860,2903,yu,52.0,1.3,1861.0
1861,5163,yu,56.0,1.3,1862.0
1862,4737,zan,55.0,1.3,1863.0
1863,8849,zhang,66.0,1.3,1864.0
1864,8541,zhao,51.0,1.3,1865.0
1865,5380,zheng,57.0,1.3,1866.0
1866,8022,al thani,58.0,1.2,1867.0
1867,7231,al-kharafi,,1.2,1868.0
1868,3446,al-kharafi,,1.2,1869.0
1869,6101,andic,64.0,1.2,1870.0
1870,7598,andreessen,46.0,1.2,1871.0
1871,5887,aristrain,55.0,1.2,1872.0
1872,4866,bailey,81.0,1.2,1873.0
1873,5988,banga,67.0,1.2,1874.0
1874,7302,baturina,55.0,1.2,1875.0
1875,1728,belmont anderson,72.0,1.2,1876.0
1876,1898,biernacki,45.0,1.2,1877.0
1877,6592,bino,74.0,1.2,1878.0
1878,9232,blundy,58.0,1.2,1879.0
1879,5808,boholyubov,56.0,1.2,1880.0
1880,5285,brandes,75.0,1.2,1881.0
1881,2135,burman,48.0,1.2,1882.0
1882,2408,cai,49.0,1.2,1883.0
1883,8991,chen,47.0,1.2,1884.0
1884,2104,cheng,1984.0,1.2,1885.0
1885,6317,chiaravanont,66.0,1.2,1886.0
1886,2242,chittilappilly,67.0,1.2,1887.0
1887,1684,chu,61.0,1.2,1888.0
1888,2297,costantini,71.0,1.2,1889.0
1889,4598,daurella,52.0,1.2,1890.0
1890,6950,day,52.0,1.2,1891.0
1891,1147,del pino y calvo-sotelo,55.0,1.2,1892.0
1892,7747,dentressangle,63.0,1.2,1893.0
1893,5059,diethelm,77.0,1.2,1894.0
1894,8463,dixon,59.0,1.2,1895.0
1895,7701,engelhardt,60.0,1.2,1896.0
1896,6847,fang,51.0,1.2,1897.0
1897,5455,fetisov,52.0,1.2,1898.0
1898,4615,foss,74.0,1.2,1899.0
1899,4640,friedland,67.0,1.2,1900.0
1900,4208,friese,77.0,1.2,1901.0
1901,7794,fu,64.0,1.2,1902.0
1902,5001,gertler,44.0,1.2,1903.0
1903,3848,gillings,74.0,1.2,1904.0
1904,1545,graves,1985.0,1.2,1905.0
1905,7550,gu,53.0,1.2,1906.0
1906,7364,harp helu,74.0,1.2,1907.0
1907,7206,heine,63.0,1.2,1908.0
1908,4236,holder,77.0,1.2,1909.0
1909,8720,hong,65.0,1.2,1910.0
1910,7882,hsu,75.0,1.2,1911.0
1911,2329,huang,60.0,1.2,1912.0
1912,9228,hughes,57.0,1.2,1913.0
1913,2685,igel,90.0,1.2,1914.0
1914,1164,james,76.0,1.2,1915.0
1915,4296,jiang,54.0,1.2,1916.0
1916,1977,jiang,54.0,1.2,1917.0
1917,2820,jin,65.0,1.2,1918.0
1918,8118,kalsi,57.0,1.2,1919.0
1919,4670,kellerhals,78.0,1.2,1920.0
1920,6825,king,48.0,1.2,1921.0
1921,9486,kolesnikov,46.0,1.2,1922.0
1922,2702,kothari,71.0,1.2,1923.0
1923,5130,kuriwada,71.0,1.2,1924.0
1924,1779,laliberté,58.0,1.2,1925.0
1925,1466,lee,51.0,1.2,1926.0
1926,8154,lee-chin,67.0,1.2,1927.0
1927,6980,li,54.0,1.2,1928.0
1928,7199,li,53.0,1.2,1929.0
1929,4693,li,67.0,1.2,1930.0
1930,5540,li,50.0,1.2,1931.0
1931,2737,lim,60.0,1.2,1932.0
1932,3036,liu,50.0,1.2,1933.0
1933,7987,liu,67.0,1.2,1934.0
1934,2202,liu,53.0,1.2,1935.0
1935,9673,lo,71.0,1.2,1936.0
1936,1955,lo,88.0,1.2,1937.0
1937,9111,lutke,1982.0,1.2,1938.0
1938,3138,ma,55.0,1.2,1939.0
1939,2717,magomedov,49.0,1.2,1940.0
1940,5474,marcondes penido sant'anna,62.0,1.2,1941.0
1941,7162,matthews,75.0,1.2,1942.0
1942,4005,miller,74.0,1.2,1943.0
1943,7807,molchanov,46.0,1.2,1944.0
1944,9715,ni,62.0,1.2,1945.0
1945,1768,ogawa,69.0,1.2,1946.0
1946,7105,paulsson,76.0,1.2,1947.0
1947,1961,peng,51.0,1.2,1948.0
1948,7471,pierer,61.0,1.2,1949.0
1949,3513,price,65.0,1.2,1950.0
1950,2483,riddell,80.0,1.2,1951.0
1951,2927,rotenberg,61.0,1.2,1952.0
1952,7714,rybakov,46.0,1.2,1953.0
1953,9202,saad,54.0,1.2,1954.0
1954,5156,sahi,72.0,1.2,1955.0
1955,6673,shaimiev,56.0,1.2,1956.0
1956,4857,shaimiev,53.0,1.2,1957.0
1957,9932,shang,50.0,1.2,1958.0
1958,7788,shelkov,50.0,1.2,1959.0
1959,4519,shibulal,63.0,1.2,1960.0
1960,1730,sim,59.0,1.2,1961.0
1961,4180,simanovsky,68.0,1.2,1962.0
1962,9012,singh,77.0,1.2,1963.0
1963,1524,singh,92.0,1.2,1964.0
1964,9736,snow,74.0,1.2,1965.0
1965,7586,snyder,1983.0,1.2,1966.0
1966,1558,storz,81.0,1.2,1967.0
1967,7326,sutanto,92.0,1.2,1968.0
1968,9360,tanaka,41.0,1.2,1969.0
1969,3962,tara,60.0,1.2,1970.0
1970,2345,thirakomen,66.0,1.2,1971.0
1971,3062,tian,64.0,1.2,1972.0
1972,8647,tiriac,79.0,1.2,1973.0
1973,3809,tollefsen,57.0,1.2,1974.0
1974,8748,topbas,74.0,1.2,1975.0
1975,3511,tull,48.0,1.2,1976.0
1976,8134,van lieshout,72.0,1.2,1977.0
1977,7963,wang,1989.0,1.2,1978.0
1978,1584,wang,49.0,1.2,1979.0
1979,4132,wang,61.0,1.2,1980.0
1980,5277,west,75.0,1.2,1981.0
1981,3471,wu,52.0,1.2,1982.0
1982,6198,wu,68.0,1.2,1983.0
1983,1042,xiu,63.0,1.2,1984.0
1984,2793,xu,46.0,1.2,1985.0
1985,7233,xu,48.0,1.2,1986.0
1986,9538,xue,48.0,1.2,1987.0
1987,3361,yakunin,55.0,1.2,1988.0
1988,6039,yan,57.0,1.2,1989.0
1989,2358,yang,57.0,1.2,1990.0
1990,7972,yang,60.0,1.2,1991.0
1991,8299,zhang,50.0,1.2,1992.0
1992,3756,zhang,82.0,1.2,1993.0
1993,8222,zhang,58.0,1.2,1994.0
1994,7837,zhang,48.0,1.2,1995.0
1995,5436,zhang,61.0,1.2,1996.0
1996,9006,zhou,83.0,1.2,1997.0
1997,9462,zhou,53.0,1.2,1998.0
1998,5718,ackman,52.0,1.1,1999.0
1999,6295,adikoesoemo,80.0,1.1,2000.0
2000,3892,agaoglu,64.0,1.1,2001.0
2001,2504,akin,63.0,1.1,2002.0
2002,9914,amin,71.0,1.1,2003.0
2003,8287,aydinlar,61.0,1.1,2004.0
2004,5631,barilla,51.0,1.1,2005.0
2005,6588,barilla,59.0,1.1,2006.0
2006,9315,barilla,58.0,1.1,2007.0
2007,8601,barilla,57.0,1.1,2008.0
2008,2691,basaran,71.0,1.1,2009.0
2009,5534,brown,80.0,1.1,2010.0
2010,4434,bu,,1.1,2011.0
2011,7257,busujima,65.0,1.1,2012.0
2012,9648,cai,45.0,1.1,2013.0
2013,6035,cai,38.0,1.1,2014.0
2014,6738,carballo,65.0,1.1,2015.0
2015,9498,chen,55.0,1.1,2016.0
2016,7308,chen,58.0,1.1,2017.0
2017,8926,chen,54.0,1.1,2018.0
2018,9167,chen,56.0,1.1,2019.0
2019,1071,chiaravanond,,1.1,2020.0
2020,1912,chiaravanond,,1.1,2021.0
2021,2123,chiravanond,,1.1,2022.0
2022,5188,cisneros,73.0,1.1,2023.0
2023,2865,csanyi,65.0,1.1,2024.0
2024,3453,cui,60.0,1.1,2025.0
2025,8768,dang,45.0,1.1,2026.0
2026,3950,desai,65.0,1.1,2027.0
2027,3736,edelman,63.0,1.1,2028.0
2028,8823,egger,,1.1,2029.0
2029,2771,filatov,46.0,1.1,2030.0
2030,2163,fireman,74.0,1.1,2031.0
2031,4712,flowers,60.0,1.1,2032.0
2032,2801,fu,60.0,1.1,2033.0
2033,1850,gautam,86.0,1.1,2034.0
2034,2874,houston,1984.0,1.1,2035.0
2035,5107,huang,51.0,1.1,2036.0
2036,6569,huang,64.0,1.1,2037.0
2037,7284,ibrahim,72.0,1.1,2038.0
2038,3545,ishibashi,71.0,1.1,2039.0
2039,6243,jensen,66.0,1.1,2040.0
2040,5600,kaewbootta,66.0,1.1,2041.0
2041,6813,kamprad,52.0,1.1,2042.0
2042,4198,kamprad,48.0,1.1,2043.0
2043,8638,kamprad,54.0,1.1,2044.0
2044,3169,kapur,,1.1,2045.0
2045,6419,kayne,72.0,1.1,2046.0
2046,2521,kogan,55.0,1.1,2047.0
2047,7824,koh,54.0,1.1,2048.0
2048,3157,koo,66.0,1.1,2049.0
2049,2936,lam,53.0,1.1,2050.0
2050,6231,larian,64.0,1.1,2051.0
2051,6200,laukien,58.0,1.1,2052.0
2052,8196,lee,53.0,1.1,2053.0
2053,1968,lee,47.0,1.1,2054.0
2054,7990,lerner,58.0,1.1,2055.0
2055,6576,lerner,82.0,1.1,2056.0
2056,4587,lerner,56.0,1.1,2057.0
2057,2491,li,45.0,1.1,2058.0
2058,5029,li,53.0,1.1,2059.0
2059,9637,li,53.0,1.1,2060.0
2060,4223,liang,49.0,1.1,2061.0
2061,8278,liang,54.0,1.1,2062.0
2062,4071,liang,86.0,1.1,2063.0
2063,4564,liao,52.0,1.1,2064.0
2064,1024,lindén urnes,47.0,1.1,2065.0
2065,6423,liu,47.0,1.1,2066.0
2066,1509,liu,53.0,1.1,2067.0
2067,3553,lu,49.0,1.1,2068.0
2068,2185,macaulay,72.0,1.1,2069.0
2069,7313,martin,67.0,1.1,2070.0
2070,7661,martin,52.0,1.1,2071.0
2071,6420,mehta,67.0,1.1,2072.0
2072,3801,mishin,46.0,1.1,2073.0
2073,3126,nikolaev,47.0,1.1,2074.0
2074,3409,nixon,50.0,1.1,2075.0
2075,2864,o'leary,57.0,1.1,2076.0
2076,1794,ofer,64.0,1.1,2077.0
2077,3457,ongpin,81.0,1.1,2078.0
2078,8358,osathanugrah,44.0,1.1,2079.0
2079,9691,otto,60.0,1.1,2080.0
2080,5942,packer,52.0,1.1,2081.0
2081,3419,palatchi,68.0,1.1,2082.0
2082,1791,peng,61.0,1.1,2083.0
2083,2967,peng,45.0,1.1,2084.0
2084,4120,rappoport,55.0,1.1,2085.0
2085,6320,reimann-ciardelli,61.0,1.1,2086.0
2086,8122,rotenberg,45.0,1.1,2087.0
2087,8054,rydge,66.0,1.1,2088.0
2088,8888,sacca,43.0,1.1,2089.0
2089,8517,samwer,43.0,1.1,2090.0
2090,9366,samwer,47.0,1.1,2091.0
2091,7476,samwer,44.0,1.1,2092.0
2092,2276,shen,50.0,1.1,2093.0
2093,5227,shigaboutdinov,65.0,1.1,2094.0
2094,8835,shin,64.0,1.1,2095.0
2095,1683,shinohara,83.0,1.1,2096.0
2096,5740,singh,64.0,1.1,2097.0
2097,1479,smith,67.0,1.1,2098.0
2098,1198,steinhardt,77.0,1.1,2099.0
2099,9725,stole,55.0,1.1,2100.0
2100,4182,sulteev,64.0,1.1,2101.0
2101,1411,supervielle,61.0,1.1,2102.0
2102,2548,tan,40.0,1.1,2103.0
2103,1516,tanoesoedibjo,52.0,1.1,2104.0
2104,5420,tanoto,68.0,1.1,2105.0
2105,4073,tiong,83.0,1.1,2106.0
2106,2664,tisch,67.0,1.1,2107.0
2107,9773,tisch,69.0,1.1,2108.0
2108,7995,truchard,74.0,1.1,2109.0
2109,3760,vardinoyannis & family,85.0,1.1,2110.0
2110,2731,vargi,70.0,1.1,2111.0
2111,7430,wan,52.0,1.1,2112.0
2112,8719,wang,61.0,1.1,2113.0
2113,2556,wang,74.0,1.1,2114.0
2114,4512,wen,56.0,1.1,2115.0
2115,2590,wentz,78.0,1.1,2116.0
2116,8723,xia,56.0,1.1,2117.0
2117,2394,xie,,1.1,2118.0
2118,9878,yao,42.0,1.1,2119.0
2119,2725,yazici,45.0,1.1,2120.0
2120,8737,zhang,49.0,1.1,2121.0
2121,2165,zhao,51.0,1.1,2122.0
2122,2934,zhou,61.0,1.1,2123.0
2123,9125,agrawal,61.0,1.0,2124.0
2124,4813,billi,60.0,1.0,2125.0
2125,6666,blakely,47.0,1.0,2126.0
2126,2389,bodharamik,45.0,1.0,2127.0
2127,9891,cao,56.0,1.0,2128.0
2128,1005,chang,86.0,1.0,2129.0
2129,9519,chang,71.0,1.0,2130.0
2130,4360,chen,62.0,1.0,2131.0
2131,6135,cho,80.0,1.0,2132.0
2132,2553,chouinard,79.0,1.0,2133.0
2133,2952,chukhlebov,54.0,1.0,2134.0
2134,8170,cockwell,77.0,1.0,2135.0
2135,8547,collison,1992.0,1.0,2136.0
2136,3787,collison,1990.0,1.0,2137.0
2137,3272,davis,67.0,1.0,2138.0
2138,5080,feuillet,69.0,1.0,2139.0
2139,1704,fujita,45.0,1.0,2140.0
2140,6454,galchev,55.0,1.0,2141.0
2141,8361,gushchin,73.0,1.0,2142.0
2142,5666,hall,66.0,1.0,2143.0
2143,1189,he,53.0,1.0,2144.0
2144,9313,hon,63.0,1.0,2145.0
2145,8232,horn,74.0,1.0,2146.0
2146,5318,huang,64.0,1.0,2147.0
2147,3490,huang,56.0,1.0,2148.0
2148,4394,ishihara,69.0,1.0,2149.0
2149,5736,jain,56.0,1.0,2150.0
2150,7646,jiang,56.0,1.0,2151.0
2151,2150,jiang,48.0,1.0,2152.0
2152,9226,kabiller,54.0,1.0,2153.0
2153,7515,kahn,88.0,1.0,2154.0
2154,3538,kathrein,1986.0,1.0,2155.0
2155,3149,kim,38.0,1.0,2156.0
2156,2047,kim,54.0,1.0,2157.0
2157,8697,kolomoyskyy,55.0,1.0,2158.0
2158,3548,koo,59.0,1.0,2159.0
2159,9189,kudryashkin,56.0,1.0,2160.0
2160,8425,kvetnoi,52.0,1.0,2161.0
2161,5273,leonsis,62.0,1.0,2162.0
2162,7670,leviev,62.0,1.0,2163.0
2163,1345,liang,53.0,1.0,2164.0
2164,5172,liew,50.0,1.0,2165.0
2165,5769,little,70.0,1.0,2166.0
2166,8318,liu,64.0,1.0,2167.0
2167,9783,liu,53.0,1.0,2168.0
2168,8382,liu,54.0,1.0,2169.0
2169,3352,lu,47.0,1.0,2170.0
2170,7143,macmillan,80.0,1.0,2171.0
2171,6499,marcus,76.0,1.0,2172.0
2172,4256,matte,62.0,1.0,2173.0
2173,1192,matte,72.0,1.0,2174.0
2174,8750,mi,60.0,1.0,2175.0
2175,4817,milken,69.0,1.0,2176.0
2176,3414,minda,60.0,1.0,2177.0
2177,7608,naughton,79.0,1.0,2178.0
2178,4288,novinsky,55.0,1.0,2179.0
2179,7871,petrov,63.0,1.0,2180.0
2180,6188,rafaelian,51.0,1.0,2181.0
2181,3568,rossy,75.0,1.0,2182.0
2182,3398,schwartz,91.0,1.0,2183.0
2183,6501,selig,80.0,1.0,2184.0
2184,9887,setthasit,64.0,1.0,2185.0
2185,7961,sharp,1984.0,1.0,2186.0
2186,5658,sinha,66.0,1.0,2187.0
2187,6456,stawski,67.0,1.0,2188.0
2188,7391,steinmetz,62.0,1.0,2189.0
2189,6430,stroeer,49.0,1.0,2190.0
2190,7393,sun,54.0,1.0,2191.0
2191,8860,tarascio,73.0,1.0,2192.0
2192,5951,toll,77.0,1.0,2193.0
2193,8066,upatkoon,69.0,1.0,2194.0
2194,7909,vik,63.0,1.0,2195.0
2195,6488,wacker,66.0,1.0,2196.0
2196,5680,wang,55.0,1.0,2197.0
2197,1343,watsa,67.0,1.0,2198.0
2198,6858,weill,85.0,1.0,2199.0
2199,3020,wen,55.0,1.0,2200.0
2200,9501,wu,59.0,1.0,2201.0
2201,7724,yang,49.0,1.0,2202.0
2202,6556,yao,53.0,1.0,2203.0
2203,2065,zhao,51.0,1.0,2204.0
2204,2207,zhou,55.0,1.0,2205.0
2205,3442,zhu,51.0,1.0,2206.0
2206,8144,zhuo,52.0,1.0,2207.0
2207,9807,zorlu,54.0,1.0,2208.0
